episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,timesteps_this_iter,agent_timesteps_total,done,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,hist_stats/episode_reward,hist_stats/episode_lengths,timers/sample_time_ms,timers/sample_throughput,timers/load_time_ms,timers/load_throughput,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_agent_steps_sampled,info/num_steps_trained,info/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,info/learner/policy_team1_/learner_stats/allreduce_latency,info/learner/policy_team1_/learner_stats/cur_kl_coeff,info/learner/policy_team1_/learner_stats/cur_lr,info/learner/policy_team1_/learner_stats/total_loss,info/learner/policy_team1_/learner_stats/policy_loss,info/learner/policy_team1_/learner_stats/vf_loss,info/learner/policy_team1_/learner_stats/vf_explained_var,info/learner/policy_team1_/learner_stats/kl,info/learner/policy_team1_/learner_stats/entropy,info/learner/policy_team1_/learner_stats/entropy_coeff,info/learner/policy_team2_/learner_stats/allreduce_latency,info/learner/policy_team2_/learner_stats/cur_kl_coeff,info/learner/policy_team2_/learner_stats/cur_lr,info/learner/policy_team2_/learner_stats/total_loss,info/learner/policy_team2_/learner_stats/policy_loss,info/learner/policy_team2_/learner_stats/vf_loss,info/learner/policy_team2_/learner_stats/vf_explained_var,info/learner/policy_team2_/learner_stats/kl,info/learner/policy_team2_/learner_stats/entropy,info/learner/policy_team2_/learner_stats/entropy_coeff
0.0,-3.0,-2.7,151.0,0,5,82200,0,82175,False,540,411,4eea3_00000,b6e9d7bd3e8c464e84a5c7d2cf6e579d,2023-07-03_15-24-44,1688372684,3.412477731704712,1591.0586326122284,13722,Hieu-Desktop,172.18.170.77,1591.0586326122284,0,411,"[-3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0]","[151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151]",3421.069,58.461,0.263,759631.26,332.061,602.3,18.538,82200,82175,82200,82175,9.52,80.92,0.0,1.9362959574246592e-122,0.0005,0.07292269095778466,0.0002982932957820594,0.08353960663080215,0.5620274066925048,0.0012988955713808537,1.0915204524993896,0.01,0.0,1.5490367659397274e-121,0.0005,0.11502807736396789,-0.007839067187160254,0.13141577690839767,0.0009666323661804199,0.0005453679143101909,0.8548625826835632,0.01
0.0,-3.0,-2.67,151.0,5,5,82400,0,82375,False,545,412,4eea3_00000,b6e9d7bd3e8c464e84a5c7d2cf6e579d,2023-07-03_15-24-47,1688372687,3.4499528408050537,1594.5085854530334,13722,Hieu-Desktop,172.18.170.77,1594.5085854530334,0,412,"[-3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0]","[151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151]",3429.097,58.324,0.268,745720.331,331.718,602.922,18.548,82400,82375,82400,82375,9.475,81.1,0.0,9.681479787123296e-123,0.0005,58.34183197021484,-0.0031818607123568652,58.35609588623047,0.007148063182830811,0.000491740248980932,1.1084978103637695,0.01,0.0,7.745183829698637e-122,0.0005,66.91489868164062,0.0017542347079142929,66.92135772705078,-1.6617774963378907e-05,0.00046332008205354216,0.8213300108909607,0.01
0.0,-3.0,-2.67,151.0,0,5,82600,0,82575,False,545,413,4eea3_00000,b6e9d7bd3e8c464e84a5c7d2cf6e579d,2023-07-03_15-24-51,1688372691,3.2852957248687744,1597.7938811779022,13722,Hieu-Desktop,172.18.170.77,1597.7938811779022,0,413,"[-3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0]","[151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151]",3512.419,56.941,0.267,748381.479,332.347,601.78,18.669,82600,82575,82600,82575,8.428571428571429,81.22857142857143,0.0,4.840739893561648e-123,0.0005,0.06676618233323098,0.002648137044161558,0.07548977509140968,0.7851112246513366,0.0006298734166193754,1.1371728658676148,0.01,0.0,3.8725919148493185e-122,0.0005,0.09904009699821473,0.0007151856130803935,0.10680584907531739,0.006721031665802002,9.950219391612336e-05,0.8480937361717225,0.01
0.0,-3.0,-2.67,151.0,0,5,82800,0,82775,False,545,414,4eea3_00000,b6e9d7bd3e8c464e84a5c7d2cf6e579d,2023-07-03_15-24-55,1688372695,3.3765647411346436,1601.1704459190369,13722,Hieu-Desktop,172.18.170.77,1601.1704459190369,0,414,"[-3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0]","[151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151]",3501.38,57.12,0.274,731033.377,330.088,605.898,18.636,82800,82775,82800,82775,10.799999999999999,81.4,0.0,2.420369946780824e-123,0.0005,0.042071656137704846,-0.0013176732521969826,0.05568993091583252,0.9153324484825134,0.00039653736603213475,1.2300601720809936,0.01,0.0,1.9362959574246592e-122,0.0005,0.10914185345172882,-0.0020345022901892664,0.1195352092385292,0.002920353412628174,0.0002780937313218601,0.8358848690986633,0.01
0.0,-3.0,-2.67,151.0,0,5,83000,0,82975,False,545,415,4eea3_00000,b6e9d7bd3e8c464e84a5c7d2cf6e579d,2023-07-03_15-24-58,1688372698,3.3967342376708984,1604.5671801567078,13722,Hieu-Desktop,172.18.170.77,1604.5671801567078,0,415,"[-3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0]","[151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151]",3504.377,57.071,0.273,733398.147,331.08,604.084,18.421,83000,82975,83000,82975,10.36,81.6,0.0,1.210184973390412e-123,0.0005,0.04767605811357498,-0.0024572437396273017,0.06251993030309677,0.9421057820320129,0.0005841296777362003,1.2386632442474366,0.01,0.0,9.681479787123296e-123,0.0005,0.0926752433180809,-0.0019236855558119714,0.10273484438657761,-0.00045228004455566406,0.00021407063786682556,0.8135915756225586,0.01
0.0,-3.0,-2.67,151.0,5,5,83200,0,83175,False,550,416,4eea3_00000,b6e9d7bd3e8c464e84a5c7d2cf6e579d,2023-07-03_15-25-02,1688372702,3.443509340286255,1608.010689496994,13722,Hieu-Desktop,172.18.170.77,1608.010689496994,0,416,"[-3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0]","[151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151]",3509.925,56.981,0.272,734618.443,330.798,604.599,18.394,83200,83175,83200,83175,10.2,81.7,0.0,6.05092486695206e-124,0.0005,14.019922065734864,-0.00015189646510407328,14.032544326782226,0.03190332651138306,0.0005773646989837289,1.2470326900482178,0.01,0.0,4.840739893561648e-123,0.0005,21.093399810791016,-0.0011740062385797501,21.10282669067383,-0.000507974624633789,0.0003542145830579102,0.8252824306488037,0.01
0.0,-3.0,-2.67,151.0,0,5,83400,0,83375,False,550,417,4eea3_00000,b6e9d7bd3e8c464e84a5c7d2cf6e579d,2023-07-03_15-25-05,1688372705,3.299952983856201,1611.3106424808502,13722,Hieu-Desktop,172.18.170.77,1611.3106424808502,0,417,"[-3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0]","[151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151]",3497.786,57.179,0.272,736230.297,331.03,604.174,18.289,83400,83375,83400,83375,9.879999999999999,81.92,0.0,3.02546243347603e-124,0.0005,0.18991549760103227,-0.00564069920219481,0.2082862749695778,0.9048601508140564,0.00017076264557545074,1.2730078935623168,0.01,0.0,2.420369946780824e-123,0.0005,0.09010035693645477,-0.0023268108372576533,0.100013966858387,0.007656562328338623,0.00015436572284670546,0.7586809635162354,0.01
0.0,-3.0,-2.67,151.0,0,5,83600,0,83575,False,550,418,4eea3_00000,b6e9d7bd3e8c464e84a5c7d2cf6e579d,2023-07-03_15-25-09,1688372709,3.402256727218628,1614.7128992080688,13722,Hieu-Desktop,172.18.170.77,1614.7128992080688,0,418,"[-3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0]","[151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151]",3506.168,57.042,0.272,736230.297,331.433,603.44,18.359,83600,83575,83600,83575,9.52,82.11999999999999,0.0,1.512731216738015e-124,0.0005,0.09851735681295395,-0.004477888849214651,0.11572119146585465,0.9699710249900818,0.00032305600470863285,1.272595715522766,0.01,0.0,1.210184973390412e-123,0.0005,0.08293029963970185,-0.004125773499254137,0.09505434483289718,0.002354729175567627,0.00016500588099006565,0.7998274803161621,0.01
0.0,-3.0,-2.67,151.0,0,5,83800,0,83775,False,550,419,4eea3_00000,b6e9d7bd3e8c464e84a5c7d2cf6e579d,2023-07-03_15-25-12,1688372712,3.315585136413574,1618.0284843444824,13722,Hieu-Desktop,172.18.170.77,1618.0284843444824,0,419,"[-3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0]","[151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151]",3507.122,57.027,0.272,734232.648,330.842,604.518,18.375,83800,83775,83800,83775,9.899999999999999,82.3,0.0,7.563656083690075e-125,0.0005,0.03012131676077843,-0.001193736258574063,0.04404512122273445,0.9903700232505799,0.0005782794556580484,1.2730064153671266,0.01,0.0,6.05092486695206e-124,0.0005,0.10686645060777664,-0.0001730691859847866,0.1143902063369751,-0.00034651756286621096,0.00029900627851020545,0.7350689530372619,0.01
0.0,-3.0,-2.64,151.0,5,5,84000,0,83975,False,555,420,4eea3_00000,b6e9d7bd3e8c464e84a5c7d2cf6e579d,2023-07-03_15-25-15,1688372715,3.4416403770446777,1621.470124721527,13722,Hieu-Desktop,172.18.170.77,1621.470124721527,0,420,"[-3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0]","[151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151]",3511.046,56.963,0.276,723842.264,330.614,604.936,18.299,84000,83975,84000,83975,10.48,82.4,0.0,3.7818280418450376e-125,0.0005,4.103579807281494,-0.005906473752111197,4.123127269744873,0.34787864685058595,0.00143768640991766,1.3641398906707765,0.01,0.0,3.02546243347603e-124,0.0005,5.974078845977783,0.0014306123746791854,5.979680919647217,-0.0004404544830322266,0.00011823083914350719,0.703271496295929,0.01
0.0,-3.0,-2.64,151.0,0,5,84200,0,84175,False,555,421,4eea3_00000,b6e9d7bd3e8c464e84a5c7d2cf6e579d,2023-07-03_15-25-19,1688372719,3.2918310165405273,1624.7619557380676,13722,Hieu-Desktop,172.18.170.77,1624.7619557380676,0,421,"[-3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0]","[151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151]",3497.524,57.183,0.277,722532.989,331.406,603.49,18.396,84200,84175,84200,84175,10.040000000000001,82.61999999999999,0.0,1.8909140209225188e-125,0.0005,0.05790274366736412,-0.009463530965149403,0.08190193772315979,0.9824188828468323,0.0026918732444755735,1.4535674571990966,0.01,0.0,1.512731216738015e-124,0.0005,0.0985337734222412,0.0028791986813303085,0.10295504331588745,0.0045416951179504395,7.064640012686141e-05,0.7300467848777771,0.01
